Id,PredictedPrice
1461,120286.23329021457
1462,150930.47221755068
1463,198082.76116095827
1464,195673.16066826938
1465,164492.26870736716
1466,200620.22775419534
1467,140794.38631483985
1468,182800.5588080908
1469,169478.69760525713
1470,119464.61547695249
1471,169147.13671410063
1472,142511.120783757
1473,134396.12255411828
1474,181996.89028795646
1475,116804.32252146397
1476,279731.61665563367
1477,167683.19950182203
1478,180814.2048096693
1479,192130.81909607342
1480,333971.0733079546
1481,268461.3318920389
1482,171902.03040674044
1483,150561.47010307742
1484,153972.165117829
1485,174835.40597673279
1486,208429.33016941452
1487,268493.4807363017
1488,191919.80599445486
1489,159574.40959454147
1490,180350.54412059247
1491,201013.48195163818
1492,127314.97207017675
1493,163628.40983319542
1494,252431.7760692542
1495,237563.40119401237
1496,182125.09603511277
1497,226713.26170898814
1498,179234.18305279032
1499,179234.18305279032
1500,182421.09026310805
1501,208812.8858985879
1502,169007.82764994513
1503,196459.66527719444
1504,220500.59704659312
1505,163468.27365503987
1506,172702.47726183213
1507,271135.31152533577
1508,225191.65566692696
1509,178838.8076586462
1510,143930.58716205583
1511,125596.69522393563
1512,164915.15957819048
1513,187760.41765911644
1514,131901.79208151906
1515,262699.4700659734
1516,168671.2075377898
1517,134754.424258362
1518,154689.1231144775
1519,162510.74231134105
1520,121603.33914133206
1521,125412.36611065127
1522,170664.7222696305
1523,133719.01474003153
1524,130597.70794584467
1525,111837.64680321088
1526,125827.82071850605
1527,125643.1523991829
1528,126522.41262339194
1529,139969.66947591468
1530,153571.8902474262
1531,171391.7476452055
1532,122664.98189287318
1533,134375.2658322284
1534,128205.93181410241
1535,154570.90632469405
1536,127829.89096139887
1537,116575.81152973812
1538,169498.99305792755
1539,270837.52950726886
1540,212856.03057140685
1541,180527.21844532868
1542,173359.4407490782
1543,216720.891003694
1544,112814.0313985389
1545,135018.56882422543
1546,141416.1113119749
1547,160376.75405115314
1548,157497.8378576089
1549,129072.21133897502
1550,149624.19687030953
1551,130853.70454898402
1552,184321.7594123018
1553,169001.8355163068
1554,132870.6773727408
1555,178789.64348744112
1556,143367.97871607885
1557,137368.48050206283
1558,108973.10555793103
1559,177415.88155224198
1560,200074.72450975358
1561,172956.3126329594
1562,107542.13967451088
1563,118416.49066604782
1564,136096.63091219927
1565,142754.7656400169
1566,202811.9284308458
1567,112318.05323383516
1568,210814.76509976978
1569,155144.17653995135
1570,117564.15816524824
1571,147041.80846763626
1572,123342.11436603586
1573,181185.8250897625
1574,148657.15215422475
1575,197907.6821228148
1576,215590.3884240472
1577,159887.2061010553
1578,159749.85939209114
1579,124418.93727732342
1580,204287.38173097727
1581,130122.98803793601
1582,106703.04264330804
1583,234990.3127580086
1584,223242.6634993406
1585,131158.69953065843
1586,106117.25655126305
1587,112938.06882421339
1588,124799.88730567634
1589,134227.6843991328
1590,118837.2269130992
1591,111182.54688794778
1592,165785.81171147406
1593,117953.61394814309
1594,234729.74264763854
1595,157088.39744616227
1596,200416.78327138798
1597,207867.76236212152
1598,200325.79207160944
1599,143662.63724947756
1600,157478.97939800264
1601,112800.52328386811
1602,133376.119940465
1603,110747.94684109351
1604,196771.97965041207
1605,227964.75915537306
1606,147714.04456901987
1607,195145.96160423494
1608,152191.8573334211
1609,159262.22502976406
1610,180930.8257666278
1611,144031.97751238855
1612,158581.0291324265
1613,152042.91362367893
1614,123206.65040333055
1615,134396.12255411828
1616,134396.12255411828
1617,134396.12255411828
1618,106598.61690535754
1619,116632.8973326105
1620,382512.21966614964
1621,146920.70528417546
1622,130345.4534605799
1623,215695.96049987676
1624,215063.30262076517
1625,119464.61547695249
1626,142336.05159894895
1627,196056.71766359848
1628,244405.689342918
1629,197985.80984006496
1630,337289.1679614265
1631,181235.64817095947
1632,205434.5745912125
1633,175521.49974006275
1634,198762.75103570113
1635,187422.17694253442
1636,141001.32367827257
1637,229982.51461104257
1638,218057.78033466538
1639,178439.8670591234
1640,295822.961123408
1641,181612.65078404135
1642,224421.24951722243
1643,223325.23910789753
1644,216542.40034109593
1645,174124.9677038393
1646,135984.5421434775
1647,141208.5651949712
1648,156633.1948197102
1649,131660.903710631
1650,106078.01917230329
1651,106078.01917230329
1652,142511.120783757
1653,142511.120783757
1654,190381.48802304812
1655,147335.26240550986
1656,181996.89028795646
1657,190381.48802304812
1658,181996.89028795646
1659,116804.32252146397
1660,120241.75686222692
1661,351856.5539539521
1662,332991.502664007
1663,211687.47811753312
1664,368823.0600190668
1665,184209.48389656845
1666,188404.97240046493
1667,245875.1953889468
1668,184841.84878863208
1669,185999.73181015384
1670,190818.46522873512
1671,186386.64457059937
1672,261544.5321613818
1673,293273.0659878236
1674,172850.96012730777
1675,170895.09751095835
1676,185977.46059375568
1677,170895.09751095835
1678,337381.91685938113
1679,261969.6008288463
1680,221088.45433151402
1681,179294.12323238378
1682,182057.7543826478
1683,174872.93367601617
1684,181996.89028795646
1685,185051.64074014244
1686,159730.73128016604
1687,174835.40597673279
1688,198179.75995777236
1689,194717.54785807748
1690,184961.0674822876
1691,172117.7449291922
1692,213201.9694772179
1693,174835.40597673279
1694,187238.75481463032
1695,179694.97370482603
1696,247900.38414658743
1697,179694.97370482603
1698,297857.4833412259
1699,216191.04129305662
1700,244735.60532622968
1701,266105.98188650655
1702,180637.2496235618
1703,200915.0961936936
1704,181168.63539622884
1705,158736.37768640235
1706,297448.5595479452
1707,159047.5314893406
1708,156422.04534507895
1709,166537.83564822894
1710,178593.28270895145
1711,214852.8292966134
1712,193452.19867625867
1713,177655.36998303447
1714,168423.6611030164
1715,200423.88925426122
1716,142947.4660595744
1717,137659.1122205792
1718,138809.58337903878
1719,216648.4386059566
1720,165076.7131493167
1721,135851.45984505923
1722,135851.45984505923
1723,135851.45984505923
1724,178768.23559184305
1725,225881.15494644537
1726,208123.43363651584
1727,168733.59761767063
1728,189637.30824006125
1729,177075.0708490359
1730,177242.25216083718
1731,112276.52307972088
1732,106078.01917230329
1733,118416.49066604782
1734,129741.32426711245
1735,108600.29622613943
1736,108600.29622613943
1737,235616.79980199353
1738,210686.35195662643
1739,388514.7009721799
1740,231876.80086593516
1741,181480.29279129658
1742,208812.8858985879
1743,181640.8393388738
1744,201450.73829412335
1745,206038.90736520663
1746,271666.7888370999
1747,245455.55106835335
1748,260752.65501761736
1749,151448.5950077247
1750,126027.8507699955
1751,245004.68864928116
1752,118416.49066604782
1753,169665.03702684343
1754,219235.244077239
1755,150266.9180684761
1756,120168.51426022772
1757,106078.01917230329
1758,135365.68617263387
1759,183489.42978220165
1760,149752.8379288979
1761,148221.1258217021
1762,227880.46806139694
1763,134654.79045590808
1764,124114.75184504259
1765,177519.6018882626
1766,160376.75405115314
1767,189306.9351366995
1768,121662.88686530438
1769,150930.47221755068
1770,127724.61065440183
1771,125167.01470981303
1772,136697.611389324
1773,125044.51906625554
1774,175859.32033483862
1775,116875.51465160631
1776,133703.00350665586
1777,114371.12435329116
1778,128504.75534347031
1779,158950.65120954582
1780,166293.42020785002
1781,125044.51906625554
1782,114315.14557193172
1783,136735.20095345413
1784,129009.0371318578
1785,117794.6065062997
1786,252115.40427360445
1787,161341.03033438636
1788,104008.47366208653
1789,117377.56159578002
1790,139936.152135448
1791,252531.42818085567
1792,154746.34133736623
1793,115623.46115829513
1794,123569.09093682368
1795,119361.99268321216
1796,135681.19772132
1797,121009.46255525018
1798,115680.08060639906
1799,111006.07914337509
1800,124008.13447949149
1801,144229.98856575385
1802,144472.97939777497
1803,170768.74226526287
1804,122965.61417056882
1805,115906.83579339192
1806,136430.18201624247
1807,182704.60935947375
1808,149240.51651568012
1809,161242.75302058738
1810,168836.44059455427
1811,162212.2361822892
1812,141117.54765866115
1813,150856.5995162677
1814,118242.6994155392
1815,116847.52747101594
1816,114315.14557193172
1817,164915.15957819048
1818,210344.49486100994
1819,130549.41879924909
1820,115666.22931702854
1821,143415.92438272445
1822,131077.41924479566
1823,114595.3137345
1824,140085.04308869923
1825,176960.93516138615
1826,121543.82056290712
1827,126259.76968543294
1828,170831.90820583215
1829,131110.20295465743
1830,187118.0680125131
1831,203955.9075261174
1832,199926.7946314769
1833,181456.64142907347
1834,139742.55640362971
1835,159753.83198653045
1836,157088.39744616227
1837,134014.63965975452
1838,156498.64337968198
1839,109494.79922244922
1840,160558.77858958847
1841,154500.7296060193
1842,121577.24308720168
1843,131789.88087213953
1844,115284.32595361875
1845,168114.29389195362
1846,121306.03741948043
1847,194424.88157461074
1848,107161.3930227934
1849,152672.3279339871
1850,131174.40607794852
1851,175666.17786656113
1852,118430.67130535904
1853,146903.11330816097
1854,164956.40642890337
1855,169229.96607617967
1856,223872.5735978546
1857,167021.82284058604
1858,168484.17567826985
1859,149550.96352360558
1860,160436.0760815242
1861,147948.86742275895
1862,365216.7797284006
1863,365216.7797284006
1864,365216.7797284006
1865,223346.4287161882
1866,182772.19027822648
1867,161558.8198008037
1868,193641.70759477356
1869,165299.5453030485
1870,162411.75249340833
1871,163949.1529591909
1872,178992.56630206792
1873,211099.33769180553
1874,112827.54113083638
1875,161163.83298838342
1876,212447.1403817237
1877,159671.6700545142
1878,163468.27365503987
1879,108334.78497217558
1880,121350.90751601385
1881,173274.59022159415
1882,232842.49479467983
1883,207614.6034052514
1884,222888.33514095287
1885,184367.86003830284
1886,192696.01583136042
1887,157574.96269514383
1888,172512.8018856708
1889,176728.64873745549
1890,121961.0631681492
1891,131110.20295465743
1892,106703.04264330804
1893,135763.89529001887
1894,128712.2416352346
1895,166492.05310935425
1896,131190.11450613296
1897,146489.77212442918
1898,144636.9534571506
1899,127018.91524960463
1900,126770.42086459337
1901,189306.9351366995
1902,144667.99918306796
1903,241107.12492226172
1904,133703.00350665586
1905,169084.59372609938
1906,165968.0908574555
1907,200196.66987545555
1908,128567.6826097309
1909,160436.0760815242
1910,160436.0760815242
1911,235450.93892659034
1912,250638.61372322094
1913,182637.05342909903
1914,102642.70018398804
1915,196964.74068033442
1916,128741.23230713926
1917,243659.64416375203
1918,122065.9205414931
1919,165056.94721113463
1920,191919.80599445486
1921,213352.15730597026
1922,175838.26330996718
1923,266758.1651437689
1924,184057.7695293689
1925,239168.6023528162
1926,231500.5604073164
1927,113826.19718412311
1928,156575.27892344104
1929,114539.22522397224
1930,132335.45340161683
1931,119523.11589311797
1932,147858.74764826777
1933,156824.1885916386
1934,195673.16066826938
1935,183248.57377952305
1936,195673.16066826938
1937,198762.75103570113
1938,155049.67390233744
1939,223565.2225084
1940,164492.26870736716
1941,198471.04143628018
1942,205994.6914537228
1943,169147.13671410063
1944,275897.0639230719
1945,221088.45433151402
